Arsenal
Víctor Camarasa;3;21;65;60;70;70;70;55;15;10;15;10;10;55;60;65;55;50;50;65;75;75;65;65;70;65;55;65;65;70;55;75;65;65;50;60;
Sídnei;1;12;70;70;50;75;55;75;10;5;10;5;10;75;75;80;80;70;35;75;75;70;45;45;45;75;55;50;50;50;40;60;65;50;45;25;
Víctor Ruiz;1;6;70;70;60;70;60;80;10;20;15;5;5;80;75;75;75;80;45;50;55;70;40;55;50;70;40;45;50;40;35;60;70;40;45;35;
Marc Bartra;1;4;90;75;70;50;70;60;15;5;5;15;15;80;85;55;75;70;50;60;70;65;50;60;40;90;70;70;60;50;45;70;70;35;45;35;
Guido Rodríguez;3;5;70;65;70;70;70;75;10;5;10;15;10;70;80;60;55;60;55;55;65;70;65;65;40;80;60;65;60;60;30;75;75;40;55;50;
William Carvalho;3;14;80;90;60;85;70;85;15;15;10;5;5;65;80;90;50;70;45;50;80;75;50;75;45;65;45;50;60;25;45;75;55;50;45;40;
Martín Montoya;2;2;65;55;60;75;65;60;10;15;20;5;10;60;65;60;55;65;65;70;80;65;60;55;45;60;65;60;60;50;40;60;70;25;40;35;
Juan Miranda;2;33;65;55;70;60;65;60;10;15;10;10;15;60;75;55;60;60;65;70;70;65;65;55;40;65;65;60;60;75;45;70;60;35;35;40;
Aïssa Mandi;2;23;60;70;80;70;60;70;10;10;10;10;15;75;75;70;70;80;75;70;65;80;60;65;25;75;70;65;55;35;25;65;70;30;30;30;
Joel Robles;0;24;45;50;60;50;50;55;90;70;70;75;70;10;15;70;10;50;5;40;50;65;50;60;15;45;50;65;15;10;5;45;35;35;10;25;
Nabil Fekir;4;8;75;65;80;60;85;40;10;15;10;15;10;25;25;70;30;60;75;75;70;80;70;80;70;65;75;80;80;80;75;80;65;75;65;75;
Diego Laínez;4;20;55;60;75;50;75;20;10;5;5;5;15;20;25;30;25;70;55;70;75;65;65;55;35;60;80;75;75;75;45;55;70;40;50;50;
Cristian Tello;4;11;60;60;70;55;70;35;15;15;15;5;10;25;30;40;30;55;65;75;65;65;80;60;50;65;80;70;70;70;60;70;60;40;55;55;
Juanmi;4;7;65;65;75;60;75;50;10;10;10;5;15;30;40;25;45;45;55;75;65;65;70;70;55;70;80;75;70;70;70;75;70;65;50;35;
Andrés Guardado;3;18;65;60;85;70;70;55;5;5;5;15;15;45;50;45;30;75;65;65;60;80;75;75;75;55;70;75;60;75;50;70;75;60;85;65;
Borja Iglesias;5;9;60;65;80;70;60;45;5;5;10;10;10;35;40;80;70;65;55;75;65;60;80;60;60;75;65;65;60;65;75;65;70;50;70;25;
Loren;5;16;65;70;75;60;65;40;15;10;15;5;10;35;45;65;75;75;50;70;65;60;70;65;50;75;70;65;60;55;75;60;75;45;75;35;
Claudio Bravo;0;1;65;70;70;80;70;65;70;70;80;60;60;10;10;70;30;75;15;65;65;75;20;75;15;65;60;65;45;50;15;65;35;35;40;15;
Dani Martín;0;13;60;70;80;60;55;55;60;65;70;70;75;45;45;60;45;55;35;60;75;60;15;55;20;55;55;55;30;75;15;55;55;25;25;15;
Àlex Moreno;4;15;55;50;60;65;70;65;15;10;5;10;15;60;70;60;35;65;60;75;65;60;70;55;50;60;70;75;75;70;50;65;65;40;50;50;
Emerson;2;22;60;60;65;65;70;55;5;5;20;15;15;60;65;65;55;65;70;70;75;65;80;70;55;60;75;70;70;60;60;65;65;40;55;60;

Villarreal
Gerard Moreno;5;7;70;70;80;75;65;40;15;5;10;10;10;25;30;60;65;65;55;65;70;70;80;60;65;70;65;65;65;65;80;75;80;45;75;40;
Moi Gómez;3;23;60;60;70;70;85;55;10;5;10;15;10;35;50;55;40;45;70;60;65;75;70;75;70;65;65;65;60;75;65;75;70;60;60;65;
Manu Trigueros;3;14;80;65;65;70;75;55;15;10;5;20;5;40;45;40;40;60;60;55;70;75;65;75;65;70;55;80;70;65;50;80;70;70;65;75;
Raúl Albiol;1;3;70;65;65;85;60;75;15;10;5;10;10;80;70;75;65;85;50;70;65;60;45;60;55;75;55;60;40;30;45;60;80;30;45;20;
Juan Foyth;1;8;80;55;60;75;75;65;15;10;5;15;15;60;75;65;70;80;45;65;75;70;65;65;35;60;65;70;65;60;40;75;75;55;40;30;
Francis Coquelin;3;19;65;85;85;85;65;70;15;10;15;15;15;65;80;70;65;90;45;65;80;70;55;60;55;75;75;65;65;40;35;70;80;20;40;20;
Vicente Iborra;3;10;85;65;80;90;60;85;5;5;10;15;5;75;75;80;75;75;40;50;75;70;50;65;60;70;50;50;35;60;60;60;85;40;55;30;
Pau Torres;1;4;55;75;65;60;60;75;15;10;10;10;5;80;75;80;80;65;40;70;80;65;30;45;35;65;65;55;45;25;25;65;65;25;40;45;
Dani Parejo;3;5;80;60;75;75;75;70;5;10;10;10;10;45;65;60;40;60;70;60;70;90;65;85;80;80;50;55;65;65;65;80;80;85;90;60;
Mario Gaspar;2;2;65;80;75;75;60;70;5;5;5;5;10;75;80;60;35;70;65;70;70;60;75;55;45;75;70;70;60;45;45;60;80;30;40;40;
Takefusa Kubo;4;16;60;70;85;55;75;35;5;10;5;5;10;30;30;40;35;50;60;55;55;75;70;75;55;75;70;65;75;75;65;75;55;60;45;65;
Samuel Chukwueze;4;11;60;45;80;50;85;35;10;10;10;20;15;40;40;40;60;55;65;80;75;65;50;50;50;75;80;70;85;80;55;75;65;40;35;50;
Ramiro FunesMori;1;6;50;45;75;70;50;55;10;10;10;10;10;75;80;80;85;85;45;70;65;55;55;55;55;55;65;55;40;50;35;60;75;70;60;25;
Paco Alcácer;5;9;80;80;80;65;65;45;10;15;15;15;10;35;45;50;75;70;45;60;65;55;90;55;50;85;70;75;55;60;85;80;75;60;70;40;
Carlos Bacca;5;12;75;70;75;50;65;35;15;15;20;15;5;25;30;70;65;60;55;65;65;60;80;65;60;70;65;65;60;70;80;65;50;30;75;30;
Gerónimo Rulli;0;1;60;65;55;70;65;65;70;65;75;85;90;5;15;60;30;75;15;55;65;60;15;50;15;75;60;75;10;15;15;60;55;25;20;10;
Sergio Asenjo;0;13;75;80;70;65;50;60;70;70;70;85;75;5;5;75;25;80;10;50;60;55;10;35;5;75;40;70;15;25;10;55;70;40;30;20;
Alfonso Pedraza;4;24;55;65;65;65;60;60;5;10;15;20;5;50;45;60;55;60;65;75;70;60;70;55;60;65;75;65;60;60;55;55;70;45;55;60;
Pervis Estupiñán;4;15;70;45;50;65;60;45;15;10;15;5;10;50;60;60;45;60;60;75;90;45;75;40;30;45;75;60;60;60;30;65;55;30;60;25;
Jaume Costa;2;21;60;65;75;80;60;65;10;15;5;10;15;65;70;50;35;75;70;80;75;60;70;55;50;70;80;70;55;55;35;60;80;40;30;60;
Alberto Moreno;2;18;60;50;70;75;70;55;5;10;15;15;15;65;75;65;40;75;65;75;85;65;70;60;60;60;75;75;65;60;25;70;80;45;45;40;

Ath. Bilbao
Oihan Sancet;3;16;60;60;80;65;65;55;5;15;15;5;5;45;40;70;55;45;40;60;70;70;70;70;40;60;65;70;50;80;60;70;55;40;60;25;
Iñigo Martínez;1;6;70;70;80;75;75;85;15;10;15;15;15;75;80;75;70;80;30;65;65;75;35;65;80;85;70;60;45;65;40;60;75;70;15;25;
Yeray;1;5;75;75;80;75;55;75;5;15;10;15;5;75;75;70;75;80;60;70;70;65;35;55;45;75;70;60;45;40;35;55;80;40;30;35;
Dani García;3;14;75;70;65;90;60;80;10;10;5;5;5;70;75;70;65;75;50;65;75;60;55;55;50;70;65;65;50;65;40;70;90;50;45;55;
Unai Núñez;1;3;65;65;65;75;50;75;10;15;10;5;10;75;75;70;70;75;30;70;70;55;40;50;50;65;60;65;35;35;40;55;75;40;20;30;
Kenan Kodro;5;9;55;60;65;65;70;25;10;10;5;15;15;25;40;65;75;45;50;65;65;65;70;65;50;65;60;70;55;60;65;65;60;50;60;30;
Mikel Vesga;3;23;65;70;60;75;65;75;15;10;10;5;5;65;70;70;70;65;30;65;70;65;65;60;65;65;60;60;40;35;35;75;80;50;40;35;
Unai López;3;8;65;60;65;75;80;55;5;10;10;15;15;35;35;55;35;65;65;65;60;75;70;75;45;75;60;70;70;70;60;75;70;55;65;60;
Unai Vencedor;3;27;50;60;80;65;60;65;5;5;15;5;10;65;55;70;45;70;40;65;70;65;40;55;50;65;60;70;55;25;45;65;70;30;40;35;
Mikel Balenziaga;2;24;65;70;70;70;55;60;5;15;10;20;15;70;75;65;55;75;60;65;75;55;65;45;50;70;65;60;55;55;25;45;75;60;35;55;
Yuri;2;17;60;70;80;65;70;70;10;15;15;15;15;60;75;75;65;70;70;75;75;65;70;55;70;70;70;65;60;50;40;60;75;60;45;60;
Óscar DeMarcos;2;18;60;65;65;70;60;70;10;10;10;15;15;55;60;65;55;75;60;65;80;60;70;55;60;60;65;60;55;60;55;50;75;50;35;50;
Ander Capa;2;21;70;70;70;75;65;65;5;5;5;5;15;60;65;65;40;60;70;70;75;65;70;50;45;70;75;70;65;65;50;60;70;40;55;50;
Iker Muniain;4;10;65;55;70;60;80;50;5;15;15;10;10;40;40;45;35;75;55;75;70;75;80;70;60;75;80;80;75;90;60;80;70;40;50;50;
Ibai Gómez;4;11;60;55;75;50;80;35;20;10;10;5;5;30;40;50;40;65;85;70;55;65;70;55;80;60;70;65;65;70;65;70;60;85;65;80;
Álex Berenguer;4;12;60;55;70;55;70;45;15;10;10;10;10;40;35;40;30;55;60;70;60;65;70;60;50;55;75;80;75;70;60;65;65;40;40;50;
Jon Morcillo;4;2;60;50;65;55;70;35;20;5;15;10;5;30;30;55;45;55;70;70;60;65;65;65;75;65;65;65;70;65;60;50;55;55;30;65;
Raúl García;5;22;70;75;70;80;65;75;15;15;5;10;20;55;60;75;80;75;55;65;75;70;80;65;85;70;60;60;55;65;75;70;80;65;75;65;
Asier Villalibre;5;20;65;60;55;65;60;55;10;10;15;15;5;25;40;75;65;65;55;65;70;50;70;55;60;60;60;60;55;65;70;65;75;40;80;35;
Iago Herrerín;0;13;65;60;75;60;45;65;70;60;60;80;60;5;15;80;55;80;5;35;65;50;25;55;15;60;45;65;15;55;10;50;65;50;10;30;
Unai Simón;0;1;75;70;70;65;65;75;75;75;60;75;75;5;15;60;65;60;15;65;60;55;15;70;10;65;65;70;15;10;15;65;60;40;15;20;
Iñaki Williams;4;7;60;65;75;55;70;55;10;15;10;15;15;25;35;65;65;75;60;95;70;50;70;60;45;60;80;65;70;55;60;70;75;45;45;35;
Iñigo Córdoba;4;19;55;65;60;70;70;60;5;15;5;5;15;35;40;60;40;65;75;70;55;65;70;70;50;65;70;70;75;55;55;70;70;60;55;65;
Iñigo Lekue;2;15;50;55;75;65;60;60;5;5;5;5;10;60;65;65;50;65;60;70;75;55;70;55;30;60;70;60;65;60;30;55;70;25;35;45;

Valencia
Kevin Gameiro;5;9;55;70;70;75;70;30;10;15;5;5;15;10;20;55;60;70;60;75;70;70;85;70;65;80;80;75;70;70;65;75;65;50;80;50;
Mouctar Diakhaby;1;12;70;65;75;70;45;75;10;15;10;15;5;65;65;80;80;75;30;65;75;65;40;60;30;65;65;60;60;40;35;55;75;30;50;30;
Daniel Wass;2;18;65;60;65;75;70;55;5;10;10;5;10;55;60;60;50;60;70;65;65;70;65;65;60;70;70;65;65;55;55;70;75;70;45;70;
José Gayà;2;14;70;65;80;75;80;70;15;10;10;10;5;60;70;50;25;65;70;80;75;75;80;75;55;75;85;85;70;70;40;75;75;70;70;70;
Gonçalo Guedes;4;7;50;50;65;50;70;50;10;20;5;5;5;35;35;60;40;70;65;85;75;65;70;60;75;65;80;75;75;75;65;65;55;60;65;50;
Lee Kang-In;4;20;55;50;80;45;80;40;5;10;10;15;5;30;30;50;35;55;65;65;55;70;70;70;70;60;70;75;80;85;70;70;60;65;65;65;
Eliaquim Mangala;1;4;50;60;80;75;60;60;10;5;15;5;10;70;65;80;75;80;35;70;75;60;60;40;40;60;65;65;40;40;45;60;75;40;50;35;
Gabriel Paulista;1;5;50;70;85;75;60;75;15;5;10;5;5;75;80;75;75;80;50;75;75;60;55;50;50;75;75;65;50;30;40;60;85;40;30;25;
Rubén Sobrino;5;11;70;65;70;65;55;50;15;10;10;10;10;30;30;65;80;70;35;70;65;45;75;50;65;70;60;50;45;60;70;65;75;45;35;30;
Jasper Cillessen;0;13;75;70;80;65;40;70;70;65;65;70;75;15;10;55;20;75;15;55;50;50;15;45;15;70;55;75;10;40;10;50;70;35;5;15;
Jaume Domènech;0;1;45;85;85;65;50;65;60;60;60;80;65;15;5;55;5;80;15;60;55;40;10;35;10;60;60;85;10;15;10;25;70;40;15;30;
Maxi Gómez;5;22;70;85;75;75;55;25;15;10;15;5;5;55;50;85;90;80;40;65;70;55;85;50;65;80;60;55;60;60;80;75;75;65;70;25;
Ismael Baixaulí;None;95;50;55;45;50;35;50;60;55;55;50;50;10;15;55;35;55;15;45;50;45;20;35;15;55;40;60;15;20;15;35;50;30;20;15;
Salvador Torres;None;94;75;60;65;60;60;55;10;15;15;15;15;55;65;65;50;65;65;70;65;60;65;70;55;65;70;60;65;70;55;65;70;55;60;60;
Carles;None;93;70;70;70;75;55;70;10;10;10;10;10;60;70;65;65;65;50;65;75;65;50;50;45;75;60;65;45;40;40;65;75;45;50;40;
Marc;None;92;70;70;65;70;75;55;10;10;15;10;15;50;55;55;45;60;80;65;70;75;75;80;75;70;75;75;75;75;70;70;75;65;70;75;
Salvador Rayos;None;91;65;60;60;65;60;50;10;15;15;10;10;50;50;60;45;55;60;60;70;70;55;60;55;60;60;55;55;55;55;70;65;55;60;55;
Juan;None;90;60;50;70;60;60;45;10;10;10;15;15;35;45;40;40;60;65;65;65;65;70;70;70;70;70;65;60;65;60;55;60;60;65;60;
Yunus Musah;4;30;60;60;80;70;65;65;5;15;5;5;15;50;55;65;50;60;60;65;60;55;65;65;50;55;70;70;65;55;50;65;65;55;55;55;
Denis Cheryshev;4;17;60;60;60;65;70;50;15;5;15;15;15;40;60;55;55;70;65;75;70;60;80;55;65;65;75;60;70;60;65;65;75;50;60;60;
Jason;4;23;65;55;65;60;75;45;10;10;15;5;10;45;45;50;40;45;70;70;65;65;70;65;65;60;70;65;70;70;65;65;60;65;60;65;
Carlos Soler;4;8;65;65;75;65;70;60;5;20;10;15;5;50;50;65;50;60;65;70;70;75;70;70;65;75;70;65;65;70;65;70;70;60;80;65;
Thierry Correia;2;2;60;60;65;70;65;55;20;5;15;10;15;50;60;60;40;70;60;75;65;55;65;55;40;65;75;70;60;70;30;60;75;25;50;40;

Inter
Andrea Pinamonti;5;99;65;45;60;65;65;30;5;10;5;10;5;25;30;55;70;65;35;75;70;55;75;55;60;60;70;65;55;60;65;65;70;35;65;30;
Christian Eriksen;3;24;70;70;40;75;85;60;20;15;5;10;5;20;25;40;45;30;75;60;70;85;70;85;80;80;65;65;65;75;70;90;35;80;65;80;
Stefano Sensi;3;12;75;60;75;80;80;70;10;5;10;5;10;40;55;40;25;60;65;65;60;80;75;75;75;75;70;80;70;80;60;80;60;80;60;70;
Marcelo Brozovic;3;77;60;55;75;75;80;70;20;10;5;20;15;60;80;60;40;70;55;65;95;80;65;75;60;80;60;55;55;65;50;80;85;60;45;70;
Roberto Gagliardini;3;5;50;65;75;95;70;70;15;5;5;15;5;65;85;80;65;80;45;70;80;70;70;55;65;75;65;60;50;45;55;70;85;35;35;45;
Nicolò Barella;3;23;70;65;95;85;70;70;5;10;10;15;15;55;85;70;50;85;55;70;85;75;75;70;70;70;70;70;70;55;55;75;90;70;70;60;
Arturo Vidal;3;22;80;80;100;70;75;60;10;10;10;5;10;75;85;65;80;95;55;55;80;75;80;60;75;75;60;55;60;65;65;70;100;45;80;50;
Matías Vecino;3;8;75;75;85;70;65;65;10;5;5;15;15;60;75;75;85;80;45;65;70;65;75;55;65;80;70;70;50;70;55;65;75;50;45;20;
Aleksandar Kolarov;1;11;85;70;85;75;65;55;5;20;5;10;5;60;70;80;75;75;85;60;75;75;70;70;85;60;55;50;65;60;65;65;75;90;80;80;
Stefande Vrij;1;6;80;80;85;85;70;80;15;15;10;10;15;85;75;80;80;75;40;65;70;75;50;65;40;90;60;60;55;60;50;70;80;30;40;25;
Alessandro Bastoni;1;95;70;65;75;75;65;70;15;10;5;5;15;75;70;75;75;70;45;65;70;70;55;60;25;70;65;70;55;55;40;65;65;35;40;30;
Andrea Ranocchia;1;13;60;45;65;80;50;65;5;10;5;5;10;70;75;70;90;70;30;60;65;60;45;55;35;65;55;50;40;30;50;55;65;20;40;15;
Milan Skriniar;1;37;65;60;90;70;55;80;15;20;15;5;20;85;80;80;80;85;40;75;80;65;45;55;40;80;65;70;50;30;45;60;80;25;45;20;
Ashley Young;2;15;55;60;70;80;65;65;5;15;5;10;10;50;60;60;35;50;75;70;70;65;65;50;60;70;65;70;60;45;50;70;75;70;60;60;
Matteo Darmian;2;36;65;70;70;70;65;70;10;20;15;10;10;70;80;70;65;70;55;70;70;60;50;40;20;60;65;65;45;10;35;65;75;20;20;20;
Ivan Perisic;4;14;55;45;60;50;70;50;10;10;15;10;5;40;45;60;80;55;70;80;80;65;85;60;60;75;70;60;65;70;80;70;75;55;60;55;
Alexis Sánchez;4;7;70;65;70;60;85;35;15;10;5;20;5;25;30;45;65;75;60;75;60;75;80;75;70;75;80;75;80;80;65;80;75;70;60;60;
Radja Nainggolan;3;44;65;60;95;70;70;60;10;5;5;5;15;55;75;80;55;100;55;65;65;70;70;70;85;70;70;60;65;60;65;75;85;40;50;25;
Lautaro Martínez;5;10;75;50;95;75;80;40;15;15;5;10;15;35;40;70;70;90;45;75;75;60;80;60;70;80;75;80;70;75;75;80;85;45;75;20;
Romelu Lukaku;5;9;75;80;90;95;70;40;15;15;15;15;5;25;45;100;80;80;55;85;80;60;75;50;70;80;75;55;65;65;85;60;90;30;90;20;
Samir Handanovic;0;1;85;60;75;80;40;85;80;55;60;100;85;5;5;65;40;70;15;50;65;40;20;35;5;75;45;80;15;45;10;55;65;45;10;30;
Ionuţ Radu;0;97;65;60;85;70;50;65;65;65;60;80;60;10;5;65;25;65;15;65;70;45;25;55;10;65;65;65;15;15;15;40;65;25;40;15;
Franco Cardamone;None;95;55;45;50;55;40;55;60;55;50;55;55;15;10;60;30;60;15;45;55;45;15;40;15;45;50;45;15;20;15;40;55;30;20;15;
Achraf Hakimi;4;2;60;50;75;60;65;50;10;5;10;20;10;55;55;55;40;70;85;95;80;65;75;65;35;70;85;70;70;65;50;60;75;30;40;35;
Danilo D'Ambrosio;2;33;60;60;75;70;60;60;10;5;10;5;10;60;70;65;85;75;65;65;65;60;65;55;45;70;70;65;55;35;60;65;75;25;30;35;

AC Milan
Ismaël Bennacer;3;18;70;65;85;75;75;70;15;5;15;10;15;60;70;60;40;75;50;65;70;75;60;65;60;75;75;80;85;65;40;75;80;65;60;70;
Rade Krunic;3;33;65;60;70;70;65;55;10;15;5;5;5;50;60;60;50;55;65;75;70;70;70;65;60;65;65;75;70;60;55;65;65;55;55;50;
Franck Kessié;3;19;70;65;85;85;55;70;10;15;15;15;10;75;75;90;45;80;40;75;95;65;70;55;60;70;65;65;65;40;60;60;80;35;85;30;
Mateo Musacchio;1;22;70;60;70;80;60;70;5;15;15;10;15;75;75;70;70;80;40;65;75;65;40;55;35;70;65;65;50;40;35;65;75;25;50;20;
Léo Duarte;1;43;65;65;70;60;60;65;10;5;10;15;15;70;65;65;70;70;35;75;65;65;45;50;40;65;65;60;60;35;35;60;65;50;50;25;
Alessio Romagnoli;1;13;70;70;65;75;65;75;5;15;15;10;5;80;70;70;75;75;35;65;80;70;40;55;30;80;60;65;35;25;40;60;70;20;60;30;
Matteo Gabbia;1;46;65;60;70;65;60;60;10;10;10;15;5;70;65;65;65;55;30;65;70;60;40;55;50;60;65;60;40;30;30;60;60;35;40;25;
Simon Kjær;1;4;70;65;75;75;55;80;10;5;15;5;5;80;75;75;75;80;30;65;65;65;35;55;40;75;55;55;35;25;35;55;70;45;50;25;
Diogo Dalot;2;5;65;55;65;70;70;55;10;15;5;10;20;50;55;50;35;60;75;70;65;65;65;45;35;65;75;65;65;65;35;65;70;20;50;45;
Zlatan Ibrahimovic;5;11;80;80;100;60;95;20;15;15;10;10;10;25;30;90;75;80;60;50;55;75;70;80;80;75;35;60;70;100;90;95;40;75;75;30;
Sandro Tonali;3;8;70;75;75;70;80;70;10;15;10;5;10;55;60;60;50;65;50;65;65;75;45;75;65;70;60;60;70;60;45;75;80;70;55;70;
Alexis Saelemaekers;4;56;50;60;80;80;70;55;5;15;15;5;20;50;60;45;30;65;70;70;80;60;70;55;55;60;75;70;65;65;45;70;80;45;40;55;
Andrea Conti;2;14;65;50;75;70;65;65;5;5;15;5;15;65;70;60;65;75;70;75;65;65;75;60;45;65;75;65;60;40;50;65;70;25;35;35;
Ciprian Tătăruşanu;0;1;65;50;70;70;40;60;65;70;65;75;70;15;15;85;40;55;20;55;70;40;15;50;10;60;40;60;25;15;10;35;60;10;25;5;
Brahim Díaz;4;21;60;55;60;55;75;35;10;10;20;10;5;25;25;30;30;60;60;70;55;65;70;70;55;65;75;85;80;85;65;70;70;45;70;40;
Daniel Maldini;4;27;40;55;75;55;75;35;10;10;10;10;10;35;30;45;35;50;55;65;60;65;60;60;50;55;70;65;65;60;55;65;40;75;50;70;
Jens PetterHauge;4;15;70;60;70;65;70;35;5;5;5;10;15;35;35;50;45;40;55;65;65;65;70;60;60;65;75;70;80;80;65;65;75;40;65;40;
Samu Castillejo;4;7;50;60;55;70;75;45;15;10;15;10;5;35;30;35;35;65;70;75;65;70;75;65;60;70;80;75;70;70;55;70;65;30;50;60;
Rafael Leão;4;17;60;45;60;65;75;30;15;5;15;10;15;20;25;70;65;40;65;80;60;60;75;65;60;65;80;75;75;75;60;75;60;25;60;20;
HakanÇalhanoğlu;4;10;65;60;65;75;80;55;5;5;5;15;10;40;55;45;40;60;75;60;65;80;70;85;80;65;65;75;65;70;60;80;65;80;80;85;
Ante Rebic;5;12;60;60;75;65;65;40;10;5;15;5;10;25;40;70;50;85;55;80;70;50;75;55;55;75;75;65;75;65;70;55;80;25;50;20;
Antonio Donnarumma;0;90;60;55;75;45;30;60;60;45;65;65;70;5;25;75;40;70;5;50;60;35;15;30;5;65;40;60;15;20;5;35;55;5;10;5;
Gianluigi Donnarumma;0;99;70;70;75;80;30;70;70;60;65;90;80;5;35;80;35;75;5;60;75;35;10;40;5;80;45;80;20;30;5;35;65;5;30;5;
Davide Calabria;2;2;60;55;80;80;60;60;15;10;15;20;15;65;80;50;45;70;60;70;60;60;70;50;45;65;75;80;60;30;35;60;65;20;50;30;
Pierre Kalulu;2;20;55;55;75;55;60;65;10;15;5;15;5;65;60;55;55;50;50;65;60;65;55;45;35;65;70;65;50;45;15;65;55;30;30;25;
Theo Hernández;2;16;65;60;70;60;65;60;10;15;15;15;10;60;65;70;45;70;65;85;75;65;80;60;65;65;85;70;75;50;60;65;70;60;45;50;

Juventus
Aaron Ramsey;3;8;70;70;75;80;80;55;5;5;15;15;10;45;60;60;25;65;65;60;70;75;80;80;70;80;65;80;70;70;60;80;70;40;60;50;
Adrien Rabiot;3;25;80;45;60;75;75;65;10;5;10;5;15;55;70;90;65;40;70;80;80;85;70;65;75;75;60;65;70;65;60;80;75;45;60;55;
Leonardo Bonucci;1;19;75;75;90;80;65;95;5;5;5;20;5;70;65;75;75;85;45;70;80;85;35;85;60;85;65;65;55;50;50;70;70;60;65;20;
Matthijsde Ligt;1;4;70;65;80;75;70;70;10;15;5;10;15;75;80;90;85;85;35;70;80;70;55;65;65;75;60;65;55;50;45;65;80;50;40;30;
Weston McKennie;3;14;60;60;85;80;60;65;10;5;20;15;5;65;80;75;70;85;50;70;80;65;70;60;45;70;70;65;55;45;45;65;85;35;45;35;
Giorgio Chiellini;1;3;80;85;95;85;35;90;15;5;10;15;5;90;95;85;75;95;40;65;60;60;50;35;50;85;45;45;20;40;25;40;80;10;15;20;
Álvaro Morata;5;9;65;60;75;60;75;25;15;10;5;5;5;25;40;65;90;70;50;85;70;70;75;55;70;80;75;70;70;70;70;80;75;50;70;25;
Sami Khedira;3;6;80;90;80;100;65;90;10;15;5;5;15;75;65;70;80;80;60;50;55;70;85;60;60;80;45;45;55;40;65;70;70;30;50;20;
Alex Sandro;2;12;90;50;55;65;80;75;10;10;5;15;20;60;80;80;70;70;70;75;75;70;75;60;55;75;75;75;70;70;60;75;70;45;45;60;
Juan Cuadrado;2;16;55;65;75;50;80;75;20;10;5;5;15;55;65;45;50;65;70;80;70;75;75;60;65;65;85;85;80;80;50;85;70;50;45;55;
Rodrigo Bentancur;3;30;65;55;85;80;75;70;15;10;5;15;10;65;75;70;60;85;60;70;75;75;65;75;55;75;60;75;70;65;55;80;80;55;40;50;
Arthur;3;5;70;75;75;75;80;65;5;20;5;15;5;50;60;50;35;60;60;65;60;90;65;85;50;85;70;75;75;70;45;80;75;60;55;60;
Danilo;2;13;60;75;90;70;65;75;15;15;5;5;10;60;70;70;55;70;55;75;80;70;65;60;65;60;65;60;60;60;60;65;75;50;55;40;
Cristiano Ronaldo;4;7;70;70;100;50;85;30;5;15;10;10;15;20;40;80;95;80;75;80;75;70;90;70;95;90;75;65;75;85;95;85;50;70;100;65;
Paulo Dybala;4;10;65;45;65;65;95;35;15;5;5;5;15;15;15;60;65;50;75;65;70;85;75;85;80;70;80;90;90;85;75;90;70;85;80;80;
Federico Bernardeschi;4;33;45;50;75;65;75;55;15;10;15;10;5;35;40;65;50;55;70;75;80;65;70;50;75;50;75;70;60;65;55;80;80;65;65;70;
Federico Chiesa;4;22;60;35;85;50;70;50;10;5;15;10;10;35;40;55;35;65;60;75;70;65;70;65;65;55;85;75;80;70;60;65;80;35;50;50;
Dejan Kulusevski;4;44;65;65;90;70;80;40;10;15;10;10;10;30;40;70;40;65;70;70;80;75;70;85;60;75;70;70;80;75;65;80;65;45;55;50;
Merih Demiral;1;28;50;60;85;80;55;70;10;5;15;10;15;80;85;85;75;90;25;80;75;55;40;50;30;85;60;55;30;30;35;45;85;20;25;25;
Gianluigi Buffon;0;77;90;75;100;85;35;95;100;60;60;70;80;15;15;60;5;80;5;30;35;50;25;35;10;85;30;35;10;60;10;45;60;20;20;5;
Wojciech Szczęsny;0;1;90;65;75;50;40;75;75;65;80;85;90;15;5;75;15;80;10;60;55;55;20;50;10;65;50;80;10;35;5;50;60;45;30;30;
Carlo Pinsoglio;0;31;60;60;90;35;45;75;60;55;70;65;60;5;15;60;50;60;15;55;55;50;30;35;15;60;50;65;10;40;5;50;50;40;5;25;
Félix Correia;4;17;40;35;65;40;70;25;15;15;20;15;5;15;35;40;20;60;55;70;55;45;60;50;50;55;75;70;75;85;45;65;60;35;20;50;
Gianluca Frabotta;2;38;55;60;75;65;60;65;5;5;15;10;15;60;60;60;55;60;50;70;70;55;60;40;45;65;70;65;55;25;35;55;70;35;35;40;

Atalanta
Luis Muriel;5;16;65;50;70;55;85;20;15;5;15;5;10;20;25;75;55;55;50;85;55;60;75;65;80;70;80;75;85;85;75;85;55;70;85;35;
Josip Ilicic;3;72;70;55;65;60;90;25;15;15;15;10;15;20;35;70;45;50;70;70;65;75;75;75;85;80;65;60;90;85;80;90;60;80;80;70;
Ruslan Malinovskyi;3;18;65;60;70;60;80;40;10;20;10;15;10;35;55;70;30;60;70;60;60;70;70;70;95;60;70;80;75;80;60;80;70;85;70;85;
Remo Freuler;3;11;65;70;75;80;70;65;5;10;15;10;10;55;70;60;55;70;60;65;80;70;70;65;60;75;65;70;70;60;50;75;80;40;60;45;
Cristian Romero;1;17;65;65;70;70;55;75;5;10;5;10;5;80;75;75;80;70;35;60;70;60;50;55;25;75;60;65;45;40;40;60;85;15;40;25;
